,news,latency_ms
297,Germany won the 2014 FIFA World Cup after defeating Argentina 1-0 in the final.,29.45133321918547
298,Germany won the 2014 FIFA World Cup after defeating Argentina 1-0 in the final.,29.541917145252228
299,Germany won the 2014 FIFA World Cup after defeating Argentina 1-0 in the final.,28.455124935135245
300,The Apollo 11 mission took place in 1969.,28.991667088121176
301,The Apollo 11 mission took place in 1969.,30.307708075270057
302,The Apollo 11 mission took place in 1969.,29.26516579464078
303,The Apollo 11 mission took place in 1969.,30.7717090472579
304,The Apollo 11 mission took place in 1969.,28.782542096450925
305,The Apollo 11 mission took place in 1969.,30.78804211691022
306,The Apollo 11 mission took place in 1969.,29.19499995186925
307,The Apollo 11 mission took place in 1969.,30.366958118975163
308,The Apollo 11 mission took place in 1969.,36.074959207326174
309,The Apollo 11 mission took place in 1969.,30.116792069748044
310,The Apollo 11 mission took place in 1969.,32.765917014330626
311,The Apollo 11 mission took place in 1969.,29.948499985039234
312,The Apollo 11 mission took place in 1969.,30.7260409463197
313,The Apollo 11 mission took place in 1969.,32.146959099918604
314,The Apollo 11 mission took place in 1969.,35.07979097776115
315,The Apollo 11 mission took place in 1969.,28.821749845519662
316,The Apollo 11 mission took place in 1969.,29.29966594092548
317,The Apollo 11 mission took place in 1969.,29.67083314433694
318,The Apollo 11 mission took place in 1969.,27.97070797532797
319,The Apollo 11 mission took place in 1969.,29.191666981205344
320,The Apollo 11 mission took place in 1969.,29.1290411259979
321,The Apollo 11 mission took place in 1969.,30.04791704006493
322,The Apollo 11 mission took place in 1969.,29.441999970003963
323,The Apollo 11 mission took place in 1969.,28.765000170096755
324,The Apollo 11 mission took place in 1969.,29.05687503516674
325,The Apollo 11 mission took place in 1969.,30.317707918584347
326,The Apollo 11 mission took place in 1969.,31.38899989426136
327,The Apollo 11 mission took place in 1969.,30.303291976451874
328,The Apollo 11 mission took place in 1969.,41.89520888030529
329,The Apollo 11 mission took place in 1969.,31.085332855582237
330,The Apollo 11 mission took place in 1969.,29.930250020697713
331,The Apollo 11 mission took place in 1969.,33.000791911035776
332,The Apollo 11 mission took place in 1969.,30.946040991693735
333,The Apollo 11 mission took place in 1969.,29.42408388480544
334,The Apollo 11 mission took place in 1969.,28.921499848365784
335,The Apollo 11 mission took place in 1969.,29.06275005079806
336,The Apollo 11 mission took place in 1969.,34.256957937031984
337,The Apollo 11 mission took place in 1969.,27.836875058710575
338,The Apollo 11 mission took place in 1969.,28.56458304449916
339,The Apollo 11 mission took place in 1969.,29.435583855956793
340,The Apollo 11 mission took place in 1969.,29.12175003439188
341,The Apollo 11 mission took place in 1969.,30.100333970040083
342,The Apollo 11 mission took place in 1969.,30.379749834537506
343,The Apollo 11 mission took place in 1969.,28.47704105079174
344,The Apollo 11 mission took place in 1969.,31.26870794221759
345,The Apollo 11 mission took place in 1969.,27.458291966468096
346,The Apollo 11 mission took place in 1969.,28.052582871168852
347,The Apollo 11 mission took place in 1969.,28.228041948750615
348,The Apollo 11 mission took place in 1969.,28.90316699631512
349,The Apollo 11 mission took place in 1969.,29.404333094134927
350,The Apollo 11 mission took place in 1969.,29.015458887442946
351,The Apollo 11 mission took place in 1969.,28.333290945738554
352,The Apollo 11 mission took place in 1969.,30.605917098000646
353,The Apollo 11 mission took place in 1969.,29.051082907244563
354,The Apollo 11 mission took place in 1969.,28.326583094894886
355,The Apollo 11 mission took place in 1969.,29.21420894563198
356,The Apollo 11 mission took place in 1969.,27.74237492121756
357,The Apollo 11 mission took place in 1969.,27.34441705979407
358,The Apollo 11 mission took place in 1969.,33.07487489655614
359,The Apollo 11 mission took place in 1969.,27.88179088383913
360,The Apollo 11 mission took place in 1969.,28.918041847646236
361,The Apollo 11 mission took place in 1969.,29.656624887138605
362,The Apollo 11 mission took place in 1969.,28.09766703285277
363,The Apollo 11 mission took place in 1969.,28.40416692197323
364,The Apollo 11 mission took place in 1969.,30.02974996343255
365,The Apollo 11 mission took place in 1969.,29.093250166624784
366,The Apollo 11 mission took place in 1969.,28.740083100274205
367,The Apollo 11 mission took place in 1969.,28.92412501387298
368,The Apollo 11 mission took place in 1969.,30.350707937031984
369,The Apollo 11 mission took place in 1969.,29.411750147119164
370,The Apollo 11 mission took place in 1969.,29.361624969169497
371,The Apollo 11 mission took place in 1969.,28.888040920719504
372,The Apollo 11 mission took place in 1969.,30.175667023286223
373,The Apollo 11 mission took place in 1969.,29.46154191158712
374,The Apollo 11 mission took place in 1969.,28.670124942436814
375,The Apollo 11 mission took place in 1969.,29.75691598840058
376,The Apollo 11 mission took place in 1969.,29.249124927446246
377,The Apollo 11 mission took place in 1969.,29.162249993532896
378,The Apollo 11 mission took place in 1969.,29.168792068958282
379,The Apollo 11 mission took place in 1969.,31.809333944693208
380,The Apollo 11 mission took place in 1969.,30.87887493893504
381,The Apollo 11 mission took place in 1969.,27.830041013658047
382,The Apollo 11 mission took place in 1969.,29.609832912683487
383,The Apollo 11 mission took place in 1969.,29.884166782721877
384,The Apollo 11 mission took place in 1969.,30.510250013321638
385,The Apollo 11 mission took place in 1969.,34.327583853155375
386,The Apollo 11 mission took place in 1969.,33.14025001600385
387,The Apollo 11 mission took place in 1969.,28.80083303898573
388,The Apollo 11 mission took place in 1969.,29.09837500192225
389,The Apollo 11 mission took place in 1969.,29.17154203169048
390,The Apollo 11 mission took place in 1969.,30.852708965539932
391,The Apollo 11 mission took place in 1969.,29.904667055234313
392,The Apollo 11 mission took place in 1969.,31.11391607671976
393,The Apollo 11 mission took place in 1969.,29.50845891609788
394,The Apollo 11 mission took place in 1969.,28.990667080506682
395,The Apollo 11 mission took place in 1969.,27.93300012126565
396,The Apollo 11 mission took place in 1969.,28.905916959047318
397,The Apollo 11 mission took place in 1969.,29.49237497523427
398,The Apollo 11 mission took place in 1969.,28.731124941259623
399,The Apollo 11 mission took place in 1969.,30.181291978806257
